Gender,Age,Area,Income,Feature,Brand,NumberOfDevices,Preference,Heard,ShoppingOnline,Unlock
Female,29,urban,$100.000 to $150.000,Convenience,None of these,,Brand,No,,Conventional key
Female,28,suburban,$150.000 or More,Quality,None of these,,Smart Features,No,43,Remote unlock by application
Female,39,urban,$50.000 to $75.000,Convenience,Nest,5-10,Remote Access,Yes,37,Biometrics - photo
Male,34,rural,$75.000 to $100.000,Convenience,Nest,5-10,Smart Features,Yes,32,Remote unlock by application
Male,38,urban,$25.000 to $50.000,Convenience,Loxone,5-10,Remote Access,No,39,Biometrics - eyescan
Female,24,urban,$75.000 to $100.000,Safety,Apple Home Kit,>15,Safety,Yes,52,Conventional key
Male,29,suburban,$150.000 or More,Safety,None of these,,Safety,Yes,54,Conventional key
Male,25,urban,$25.000 to $50.000,Packaging,None of these,,Brand,Yes,40,Bluetooth
Male,39,rural,$25.000 to $50.000,Convenience,None of these,,Safety,No,29,Biometrics - photo
Female,32,suburban,$150.000 or More,Price,None of these,,Safety,No,19,Conventional key
Female,35,urban,$25.000 to $50.000,Friend’s recommendation,Loxone,1-5,Price,No,43,Remote unlock by application
Female,42,urban,$150.000 or More,Convenience,Nest,1-5,Brand,Yes,35,Biometrics - fingerprint
Female,26,urban,$150.000 or More,Friend’s recommendation,Amazon Alexa,10-15,Price,Yes,51,Conventional key
Male,32,suburban,Less than $25.000,Friend’s recommendation,None of these,,Brand,No,31,Conventional key
Male,37,suburban,$150.000 or More,Packaging,Loxone,1-5,Remote Access,Yes,33,Biometrics - fingerprint
Male,18,urban,Less than $25.000,Price,None of these,,Safety,No,79,NFC
Male,32,suburban,$150.000 or More,Packaging,None of these,,Smart Features,Yes,33,Remote unlock by application
Male,27,urban,$75.000 to $100.000,Price,Nest,1-5,Price,Yes,35,Bluetooth
Female,30,rural,$100.000 to $150.000,Packaging,Apple Home Kit,,Safety,Yes,,Biometrics - photo
Female,23,urban,$150.000 or More,Brand,Loxone,,Remote Access,Yes,,Biometrics - photo
Female,40,urban,$75.000 to $100.000,Packaging,Nest,10-15,Safety,Yes,33,Conventional key
Male,43,suburban,Less than $25.000,Safety,None of these,,Safety,No,29,Conventional key
Male,38,urban,$100.000 to $150.000,Quality,None of these,,Brand,No,29,Remote unlock by application
Male,28,rural,Less than $25.000,Safety,None of these,,Price,No,38,NFC
Female,50,suburban,$75.000 to $100.000,Quality,None of these,,Safety,No,28,Conventional key
Male,39,urban,$50.000 to $75.000,Durability,Amazon Alexa,>15,Smart Features,No,34,Biometrics - eyescan
Male,27,suburban,$100.000 to $150.000,Quality,Nest,5-10,Safety,No,57,NFC
Male,20,rural,Less than $25.000,Friend’s recommendation,None of these,,Safety,No,33,NFC
Female,36,suburban,Less than $25.000,Price,None of these,,Safety,No,50,NFC
Male,30,suburban,$75.000 to $100.000,Packaging,Google Home,5-10,Smart Features,Yes,49,Biometrics - photo
Male,31,urban,$75.000 to $100.000,Brand,Amazon Alexa,10-15,Smart Features,Yes,46,Biometrics - fingerprint
Male,23,urban,$25.000 to $50.000,Price,None of these,,Remote Access,Yes,,NFC
Male,28,urban,$100.000 to $150.000,Safety,Loxone,1-5,Remote Access,Yes,38,Remote unlock by application
Female,32,rural,$100.000 to $150.000,Packaging,Google Home,10-15,Safety,Yes,32,NFC
Female,30,suburban,$100.000 to $150.000,Durability,None of these,,Safety,No,33,NFC
Female,20,suburban,$150.000 or More,Durability,None of these,,Remote Access,Yes,70,Remote unlock by application
Male,39,suburban,$25.000 to $50.000,Safety,None of these,,Safety,Yes,46,Remote unlock by application
Female,28,suburban,Less than $25.000,Packaging,Nest,5-10,Price,Yes,48,Bluetooth
Female,28,suburban,$75.000 to $100.000,Packaging,Loxone,1-5,Price,No,56,Biometrics - fingerprint
Male,24,suburban,$25.000 to $50.000,Safety,None of these,,Price,No,65,Remote unlock by application
Male,35,urban,$50.000 to $75.000,Price,None of these,,Remote Access,Yes,33,Remote unlock by application
Female,28,rural,Less than $25.000,Safety,None of these,,Price,Yes,65,Conventional key
Female,45,urban,Less than $25.000,Safety,None of these,,Price,No,17,Conventional key
Female,29,suburban,Less than $25.000,Price,Fibaro,1-5,Price,No,47,Biometrics - photo
Female,31,rural,$25.000 to $50.000,Price,None of these,,Remote Access,Yes,41,Biometrics - eyescan
Female,30,urban,$50.000 to $75.000,Safety,Loxone,1-5,Smart Features,No,18,Biometrics - fingerprint
Male,32,rural,$150.000 or More,Packaging,None of these,,Brand,Yes,32,NFC
Male,38,urban,$25.000 to $50.000,Durability,None of these,,Remote Access,Yes,30,Remote unlock by application
Male,35,rural,$150.000 or More,Friend’s recommendation,Loxone,1-5,Remote Access,No,31,Remote unlock by application
Female,39,rural,$25.000 to $50.000,Durability,Google Home,1-5,Remote Access,No,27,Remote unlock by application
Female,40,urban,$75.000 to $100.000,Friend’s recommendation,None of these,,Smart Features,No,36,NFC
Male,29,rural,Less than $25.000,Brand,None of these,,Price,No,,Conventional key
Male,32,suburban,$100.000 to $150.000,Friend’s recommendation,None of these,,Safety,Yes,42,Conventional key
Male,38,urban,$25.000 to $50.000,Friend’s recommendation,None of these,,Safety,No,54,Biometrics - eyescan
Male,27,suburban,$100.000 to $150.000,Packaging,None of these,,Remote Access,No,31,Biometrics - eyescan
Male,35,urban,Less than $25.000,Price,Loxone,5-10,Price,No,50,Biometrics - eyescan
Female,31,suburban,$50.000 to $75.000,Quality,None of these,,Brand,Yes,27,Conventional key
Male,31,suburban,$25.000 to $50.000,Convenience,None of these,,Price,No,35,Biometrics - photo
Male,32,suburban,$100.000 to $150.000,Convenience,Loxone,5-10,Brand,Yes,41,NFC
Male,34,rural,$150.000 or More,Quality,Fibaro,,Smart Features,Yes,,Bluetooth
Female,48,suburban,$75.000 to $100.000,Friend’s recommendation,Nest,5-10,Safety,No,31,NFC
Female,22,rural,$25.000 to $50.000,Convenience,None of these,,Price,Yes,76,Biometrics - fingerprint
Male,40,suburban,$100.000 to $150.000,Safety,None of these,,Smart Features,No,32,Biometrics - photo
Female,31,suburban,Less than $25.000,Price,Loxone,1-5,Price,Yes,35,NFC
Female,24,suburban,Less than $25.000,Price,Loxone,5-10,Price,Yes,30,Remote unlock by application
Male,34,urban,$100.000 to $150.000,Durability,Nest,5-10,Brand,Yes,28,Biometrics - photo
Female,30,suburban,$25.000 to $50.000,Durability,Google Home,1-5,Safety,Yes,65,Conventional key
Female,36,suburban,$25.000 to $50.000,Price,Nest,,Safety,Yes,,Conventional key
Female,38,rural,$100.000 to $150.000,Friend’s recommendation,Apple Home Kit,5-10,Remote Access,Yes,24,Remote unlock by application
Male,23,suburban,$100.000 to $150.000,Quality,None of these,,Remote Access,Yes,47,Remote unlock by application
Male,34,suburban,$100.000 to $150.000,Safety,None of these,,Remote Access,No,23,Remote unlock by application
Female,26,rural,$75.000 to $100.000,Price,None of these,,Smart Features,No,41,Conventional key
Male,37,rural,Less than $25.000,Price,None of these,,Price,No,32,Conventional key
Female,33,suburban,$100.000 to $150.000,Price,Nest,5-10,Price,No,31,Conventional key
Female,26,urban,$25.000 to $50.000,Price,None of these,,Safety,Yes,,Biometrics - fingerprint
Male,35,urban,$100.000 to $150.000,Price,None of these,,Brand,No,24,Biometrics - fingerprint
Female,32,rural,$150.000 or More,Convenience,Apple Home Kit,5-10,Safety,Yes,31,Conventional key
Male,33,suburban,$75.000 to $100.000,Safety,Nest,,Brand,Yes,,NFC
Female,26,suburban,$100.000 to $150.000,Quality,Apple Home Kit,10-15,Smart Features,Yes,44,Remote unlock by application
Female,26,suburban,$75.000 to $100.000,Safety,Loxone,1-5,Safety,No,47,Remote unlock by application
Male,25,suburban,$100.000 to $150.000,Convenience,Loxone,5-10,Brand,Yes,56,Conventional key
Male,41,suburban,$50.000 to $75.000,Price,None of these,,Safety,No,40,Remote unlock by application
Male,21,suburban,Less than $25.000,Price,None of these,,Price,Yes,130,Conventional key
Male,42,rural,$25.000 to $50.000,Quality,Google Home,1-5,Price,No,39,Bluetooth
Male,36,urban,$50.000 to $75.000,Convenience,None of these,,Safety,Yes,40,Biometrics - eyescan
Female,37,urban,$25.000 to $50.000,Brand,Amazon Alexa,5-10,Remote Access,No,37,Biometrics - eyescan
Female,30,urban,$150.000 or More,Packaging,None of these,,Remote Access,Yes,36,Biometrics - fingerprint
Female,37,suburban,$100.000 to $150.000,Convenience,Apple Home Kit,10-15,Price,No,26,Conventional key
Male,29,urban,Less than $25.000,Friend’s recommendation,Google Home,5-10,Price,No,50,Biometrics - photo
Male,40,urban,$50.000 to $75.000,Convenience,None of these,,Smart Features,No,40,Bluetooth
Male,28,urban,$100.000 to $150.000,Price,None of these,,Safety,No,40,Biometrics - fingerprint
Female,25,urban,$25.000 to $50.000,Packaging,Google Home,10-15,Price,Yes,26,Remote unlock by application
Male,33,urban,$50.000 to $75.000,Convenience,Nest,5-10,Safety,No,48,Biometrics - photo
Male,34,suburban,$150.000 or More,Convenience,Apple Home Kit,5-10,Brand,No,49,Conventional key
Female,35,suburban,$75.000 to $100.000,Safety,Fibaro,1-5,Safety,No,30,Biometrics - photo
Male,32,urban,$50.000 to $75.000,Price,None of these,,Smart Features,No,29,NFC
Female,33,urban,Less than $25.000,Safety,Google Home,5-10,Price,Yes,45,Conventional key
Male,24,suburban,$100.000 to $150.000,Packaging,Loxone,1-5,Price,Yes,56,Conventional key
Male,28,rural,$50.000 to $75.000,Packaging,Google Home,5-10,Price,Yes,42,Biometrics - photo
Male,30,suburban,$50.000 to $75.000,Price,None of these,,Safety,Yes,33,Biometrics - fingerprint
Female,41,suburban,$75.000 to $100.000,Quality,Loxone,5-10,Price,No,38,Remote unlock by application
Female,23,suburban,$50.000 to $75.000,Price,Google Home,5-10,Remote Access,No,45,Biometrics - photo
Female,29,suburban,$50.000 to $75.000,Durability,Nest,5-10,Smart Features,Yes,28,Remote unlock by application
Male,31,urban,$50.000 to $75.000,Packaging,None of these,,Smart Features,Yes,66,NFC
Female,34,suburban,$50.000 to $75.000,Price,None of these,,Remote Access,Yes,29,Remote unlock by application
Female,26,suburban,$50.000 to $75.000,Convenience,None of these,,Brand,No,22,NFC
Male,28,urban,$25.000 to $50.000,Friend’s recommendation,Google Home,>15,Remote Access,Yes,28,Biometrics - eyescan
Male,45,rural,$150.000 or More,Brand,Loxone,1-5,Brand,Yes,33,Biometrics - fingerprint
Male,25,urban,$50.000 to $75.000,Price,None of these,,Price,Yes,71,Biometrics - fingerprint
Male,39,urban,$150.000 or More,Convenience,Nest,1-5,Remote Access,No,53,Biometrics - photo
Male,35,rural,Less than $25.000,Durability,None of these,,Price,Yes,,Remote unlock by application
Male,37,urban,$100.000 to $150.000,Packaging,Apple Home Kit,,Smart Features,No,,Bluetooth
Female,44,suburban,$75.000 to $100.000,Convenience,Loxone,1-5,Safety,No,36,Conventional key
Male,28,urban,$25.000 to $50.000,Quality,Apple Home Kit,>15,Remote Access,Yes,26,Biometrics - photo
Male,24,urban,$150.000 or More,Quality,Google Home,10-15,Brand,Yes,71,Remote unlock by application
Male,23,urban,Less than $25.000,Convenience,None of these,,Smart Features,Yes,36,Biometrics - fingerprint
Female,19,urban,$50.000 to $75.000,Durability,None of these,,Safety,Yes,79,Conventional key
Female,32,suburban,Less than $25.000,Price,None of these,,Safety,No,20,Conventional key
Female,33,suburban,$75.000 to $100.000,Friend’s recommendation,None of these,,Safety,No,39,Biometrics - photo
Female,16,urban,$100.000 to $150.000,Price,None of these,,Remote Access,Yes,41,Biometrics - photo
Male,30,suburban,$50.000 to $75.000,Brand,Fibaro,5-10,Safety,Yes,31,Conventional key
Male,36,urban,$100.000 to $150.000,Friend’s recommendation,Nest,1-5,Safety,No,27,Conventional key
Male,34,urban,$100.000 to $150.000,Friend’s recommendation,Nest,1-5,Remote Access,No,28,Biometrics - photo
Female,33,rural,$25.000 to $50.000,Friend’s recommendation,Amazon Alexa,10-15,Remote Access,Yes,24,Remote unlock by application
Female,43,urban,$50.000 to $75.000,Convenience,None of these,,Brand,No,39,Conventional key
Male,24,rural,Less than $25.000,Price,None of these,,Smart Features,No,81,NFC
Female,33,suburban,$100.000 to $150.000,Price,Nest,1-5,Price,Yes,53,Biometrics - eyescan
Male,32,urban,$75.000 to $100.000,Packaging,None of these,,Price,Yes,25,Conventional key
Male,28,urban,Less than $25.000,Durability,None of these,,Price,No,52,Conventional key
Male,31,urban,$75.000 to $100.000,Brand,Google Home,,Safety,Yes,,NFC
Male,43,urban,$25.000 to $50.000,Safety,Google Home,1-5,Smart Features,No,27,Remote unlock by application
Male,37,suburban,$75.000 to $100.000,Price,None of these,,Safety,Yes,44,NFC
Female,31,urban,$100.000 to $150.000,Friend’s recommendation,None of these,,Price,No,59,Remote unlock by application
Male,31,suburban,$50.000 to $75.000,Price,Nest,1-5,Smart Features,No,47,Conventional key
Female,32,urban,$150.000 or More,Price,None of these,,Remote Access,Yes,42,Remote unlock by application
Male,36,suburban,$25.000 to $50.000,Packaging,None of these,,Safety,Yes,15,Biometrics - fingerprint
Female,29,urban,$25.000 to $50.000,Convenience,None of these,,Safety,Yes,42,Biometrics - eyescan
Female,33,urban,$25.000 to $50.000,Friend’s recommendation,Google Home,1-5,Price,No,36,Remote unlock by application
Female,34,urban,$150.000 or More,Quality,Fibaro,5-10,Smart Features,No,37,NFC
Female,40,rural,$75.000 to $100.000,Price,Loxone,5-10,Brand,Yes,28,Remote unlock by application
Female,28,suburban,$50.000 to $75.000,Convenience,Loxone,5-10,Safety,Yes,20,NFC
Male,29,urban,Less than $25.000,Safety,None of these,,Price,No,38,Conventional key
Male,36,urban,$150.000 or More,Packaging,Loxone,1-5,Remote Access,No,48,NFC
Female,21,suburban,$25.000 to $50.000,Convenience,None of these,,Safety,No,98,Conventional key
Female,36,urban,Less than $25.000,Packaging,Loxone,1-5,Safety,No,19,Conventional key
Male,36,rural,$25.000 to $50.000,Durability,None of these,,Remote Access,Yes,,Biometrics - photo
Male,23,suburban,Less than $25.000,Friend’s recommendation,None of these,,Price,Yes,28,Remote unlock by application
Male,33,urban,$100.000 to $150.000,Convenience,None of these,,Smart Features,Yes,44,NFC
Female,36,suburban,$50.000 to $75.000,Friend’s recommendation,None of these,,Remote Access,Yes,,Remote unlock by application
Male,20,urban,$100.000 to $150.000,Packaging,Loxone,5-10,Smart Features,Yes,57,Biometrics - fingerprint
Male,27,rural,$25.000 to $50.000,Price,Amazon Alexa,>15,Safety,No,63,NFC
Female,34,suburban,$150.000 or More,Price,Nest,5-10,Brand,No,27,Biometrics - fingerprint
Female,29,rural,$100.000 to $150.000,Packaging,Nest,5-10,Brand,No,26,Conventional key
Female,34,suburban,$150.000 or More,Convenience,Apple Home Kit,5-10,Remote Access,Yes,19,Remote unlock by application
Male,29,rural,$50.000 to $75.000,Price,None of these,,Smart Features,Yes,38,Biometrics - fingerprint
Female,31,urban,$75.000 to $100.000,Friend’s recommendation,Nest,5-10,Price,No,29,NFC
Male,28,urban,$25.000 to $50.000,Convenience,Apple Home Kit,5-10,Price,Yes,51,Remote unlock by application
Female,34,rural,$150.000 or More,Durability,Apple Home Kit,1-5,Smart Features,No,27,Biometrics - fingerprint
Male,30,rural,$50.000 to $75.000,Convenience,None of these,,Brand,No,25,Conventional key
Female,19,urban,$75.000 to $100.000,Safety,Nest,1-5,Remote Access,No,86,Remote unlock by application
Male,28,urban,$75.000 to $100.000,Safety,None of these,,Remote Access,Yes,33,Remote unlock by application
Male,32,urban,$50.000 to $75.000,Price,None of these,,Smart Features,No,64,Remote unlock by application
Male,30,suburban,$100.000 to $150.000,Quality,None of these,,Price,Yes,39,Remote unlock by application
Female,29,suburban,$150.000 or More,Quality,None of these,,Remote Access,No,36,Biometrics - eyescan
Female,37,suburban,$75.000 to $100.000,Price,None of these,,Smart Features,Yes,26,Biometrics - photo
Male,31,suburban,$100.000 to $150.000,Friend’s recommendation,None of these,,Remote Access,No,,Biometrics - eyescan
Male,35,rural,$100.000 to $150.000,Quality,None of these,,Price,Yes,14,Biometrics - eyescan
Male,30,urban,$50.000 to $75.000,Convenience,None of these,,Smart Features,No,37,Bluetooth
Male,43,suburban,$25.000 to $50.000,Safety,Loxone,1-5,Safety,No,27,Biometrics - photo
Female,39,suburban,$25.000 to $50.000,Quality,None of these,,Safety,Yes,,Remote unlock by application
Female,41,suburban,$150.000 or More,Convenience,Fibaro,,Brand,No,,Biometrics - fingerprint
Male,33,suburban,$50.000 to $75.000,Friend’s recommendation,Apple Home Kit,5-10,Price,Yes,51,Remote unlock by application
Male,45,suburban,$150.000 or More,Packaging,None of these,,Smart Features,No,25,Conventional key
Male,33,urban,$25.000 to $50.000,Durability,Google Home,5-10,Price,No,49,Biometrics - eyescan
Male,45,urban,$100.000 to $150.000,Packaging,None of these,,Smart Features,No,28,Remote unlock by application
Male,27,urban,$75.000 to $100.000,Packaging,Google Home,1-5,Smart Features,No,40,Biometrics - photo
Female,28,urban,$50.000 to $75.000,Convenience,Fibaro,5-10,Smart Features,Yes,61,Remote unlock by application
Male,26,suburban,$150.000 or More,Quality,Loxone,1-5,Remote Access,No,43,Biometrics - photo
Female,34,rural,$25.000 to $50.000,Durability,None of these,,Brand,Yes,41,Biometrics - fingerprint
Male,27,urban,Less than $25.000,Price,Google Home,1-5,Smart Features,No,42,Biometrics - eyescan
Male,41,urban,Less than $25.000,Safety,None of these,,Safety,Yes,12,NFC
Male,33,urban,$25.000 to $50.000,Packaging,Loxone,1-5,Smart Features,No,44,NFC
Male,29,urban,$100.000 to $150.000,Packaging,None of these,,Price,No,50,Biometrics - photo
Male,31,urban,Less than $25.000,Price,Nest,1-5,Price,Yes,22,Remote unlock by application
Female,29,rural,$50.000 to $75.000,Friend’s recommendation,Loxone,5-10,Safety,Yes,43,Biometrics - photo
Female,30,suburban,Less than $25.000,Safety,None of these,,Safety,No,35,Conventional key
Female,34,urban,$150.000 or More,Convenience,Loxone,1-5,Remote Access,No,31,Remote unlock by application
Male,23,suburban,$25.000 to $50.000,Safety,Amazon Alexa,>15,Safety,Yes,25,Biometrics - photo
Female,28,rural,Less than $25.000,Price,None of these,,Remote Access,Yes,53,Remote unlock by application
Male,30,rural,$150.000 or More,Quality,Loxone,1-5,Remote Access,No,42,Biometrics - fingerprint
Male,36,urban,$150.000 or More,Friend’s recommendation,Loxone,5-10,Brand,No,40,Biometrics - fingerprint
Male,31,urban,Less than $25.000,Brand,Google Home,1-5,Price,No,51,Biometrics - fingerprint
Female,24,urban,$150.000 or More,Packaging,None of these,,Remote Access,No,46,Remote unlock by application
Male,29,suburban,$75.000 to $100.000,Durability,None of these,,Price,Yes,,Bluetooth
Female,30,suburban,$50.000 to $75.000,Durability,Fibaro,5-10,Brand,No,30,Conventional key
Male,26,urban,Less than $25.000,Safety,None of these,,Remote Access,No,48,NFC
Male,24,rural,$75.000 to $100.000,Safety,Loxone,1-5,Smart Features,No,68,Remote unlock by application
Female,33,urban,$50.000 to $75.000,Friend’s recommendation,None of these,,Smart Features,Yes,,Biometrics - fingerprint
Male,35,suburban,$25.000 to $50.000,Brand,Loxone,5-10,Safety,No,23,Conventional key
Female,24,suburban,$150.000 or More,Quality,None of these,,Smart Features,Yes,39,Remote unlock by application
Male,34,urban,Less than $25.000,Packaging,None of these,,Price,Yes,46,Conventional key
Female,28,urban,$50.000 to $75.000,Price,Amazon Alexa,,Price,Yes,,Conventional key
Male,35,suburban,Less than $25.000,Price,Nest,10-15,Price,Yes,47,Conventional key
Female,39,urban,$150.000 or More,Convenience,Nest,1-5,Brand,No,27,Conventional key
Male,25,urban,$50.000 to $75.000,Convenience,None of these,,Smart Features,No,49,NFC
Female,32,suburban,$50.000 to $75.000,Friend’s recommendation,Amazon Alexa,5-10,Brand,Yes,43,NFC
Male,41,suburban,Less than $25.000,Brand,None of these,,Price,No,17,Remote unlock by application
Male,36,urban,$50.000 to $75.000,Safety,Fibaro,1-5,Price,No,45,Conventional key
Male,30,rural,Less than $25.000,Price,None of these,,Price,No,39,Conventional key
Male,33,urban,$150.000 or More,Packaging,Nest,1-5,Remote Access,No,24,Biometrics - photo
Male,26,suburban,$75.000 to $100.000,Friend’s recommendation,None of these,,Price,Yes,24,NFC
Female,29,suburban,$150.000 or More,Friend’s recommendation,Nest,5-10,Remote Access,No,57,Remote unlock by application
Female,34,urban,Less than $25.000,Durability,None of these,,Price,Yes,27,Conventional key
Male,47,suburban,$75.000 to $100.000,Convenience,Apple Home Kit,>15,Remote Access,Yes,26,Remote unlock by application
Female,27,suburban,$25.000 to $50.000,Friend’s recommendation,Loxone,1-5,Smart Features,Yes,49,Biometrics - photo
Male,31,urban,Less than $25.000,Durability,None of these,,Price,Yes,23,Conventional key
Female,43,rural,$75.000 to $100.000,Packaging,Apple Home Kit,>15,Safety,No,32,Conventional key
Male,36,suburban,$25.000 to $50.000,Quality,Amazon Alexa,5-10,Price,No,37,Conventional key
Male,34,urban,$100.000 to $150.000,Friend’s recommendation,Apple Home Kit,10-15,Safety,Yes,30,NFC
Female,37,suburban,$100.000 to $150.000,Convenience,Loxone,,Remote Access,No,,Remote unlock by application
Male,26,urban,$50.000 to $75.000,Price,None of these,,Price,Yes,57,Bluetooth
Female,38,urban,$100.000 to $150.000,Quality,None of these,,Remote Access,No,,Remote unlock by application
Male,36,urban,$50.000 to $75.000,Quality,None of these,,Price,Yes,,Conventional key
Male,26,suburban,$150.000 or More,Packaging,None of these,,Brand,No,61,NFC
Female,35,urban,$75.000 to $100.000,Brand,Loxone,1-5,Safety,No,37,NFC
Male,45,rural,$150.000 or More,Packaging,Loxone,1-5,Brand,No,17,Biometrics - fingerprint
Male,33,suburban,$150.000 or More,Quality,Google Home,1-5,Remote Access,No,54,Biometrics - fingerprint
Female,38,suburban,$150.000 or More,Friend’s recommendation,None of these,,Price,Yes,16,Remote unlock by application
Female,31,suburban,$50.000 to $75.000,Convenience,None of these,,Safety,Yes,35,Conventional key
Male,35,urban,$50.000 to $75.000,Durability,Loxone,5-10,Price,No,28,Bluetooth
Male,23,rural,$25.000 to $50.000,Price,None of these,,Price,No,54,Bluetooth
Male,30,suburban,$50.000 to $75.000,Convenience,None of these,,Smart Features,No,52,Conventional key
Male,32,suburban,$100.000 to $150.000,Convenience,None of these,,Brand,No,39,Biometrics - photo
Male,39,suburban,$50.000 to $75.000,Friend’s recommendation,None of these,,Price,No,30,Conventional key
Male,31,urban,$150.000 or More,Brand,Google Home,1-5,Safety,No,46,NFC
Male,29,suburban,Less than $25.000,Durability,Nest,5-10,Smart Features,Yes,43,Biometrics - fingerprint
Female,27,suburban,Less than $25.000,Durability,Nest,1-5,Price,No,44,Conventional key
Female,26,suburban,$75.000 to $100.000,Durability,Nest,1-5,Safety,Yes,30,Conventional key
Male,39,urban,$50.000 to $75.000,Brand,None of these,,Safety,No,18,Conventional key
Male,28,urban,$50.000 to $75.000,Convenience,Apple Home Kit,5-10,Price,No,30,Biometrics - fingerprint
Male,35,suburban,$50.000 to $75.000,Packaging,None of these,,Safety,No,35,Biometrics - photo
Male,28,urban,$75.000 to $100.000,Safety,Apple Home Kit,1-5,Safety,Yes,28,Biometrics - photo
Female,41,urban,$150.000 or More,Packaging,Nest,5-10,Brand,Yes,31,Conventional key
Male,32,rural,$150.000 or More,Quality,None of these,,Remote Access,No,28,Remote unlock by application
Female,22,suburban,$50.000 to $75.000,Convenience,Nest,5-10,Price,Yes,46,Biometrics - fingerprint
Female,38,urban,$75.000 to $100.000,Price,None of these,,Safety,No,,Biometrics - photo
Male,43,urban,$50.000 to $75.000,Convenience,None of these,,Remote Access,No,20,Remote unlock by application
Female,34,rural,$25.000 to $50.000,Friend’s recommendation,Google Home,5-10,Remote Access,Yes,45,Bluetooth
